id,ecephys_probe_id,local_index,probe_horizontal_position,probe_vertical_position,anterior_posterior_ccf_coordinate,dorsal_ventral_ccf_coordinate,left_right_ccf_coordinate,ecephys_structure_id,ecephys_structure_acronym
850026846,773592324,257,11,2580,8807,1793,9803,409,VISl
850026848,773592324,258,59,2600,8809,1785,9810,409,VISl
850026850,773592324,259,27,2600,8811,1776,9816,409,VISl
850026852,773592324,260,43,2620,8813,1768,9822,409,VISl
850026854,773592324,261,11,2620,8815,1760,9829,409,VISl
850026856,773592324,262,59,2640,8817,1751,9835,409,VISl
850026858,773592324,263,27,2640,8819,1743,9841,409,VISl
850026862,773592324,265,11,2660,8821,1734,9847,409,VISl
850026864,773592324,266,59,2680,8823,1726,9854,409,VISl
850026866,773592324,267,27,2680,8825,1718,9860,409,VISl
850026868,773592324,268,43,2700,8827,1709,9866,409,VISl
850026870,773592324,269,11,2700,8830,1701,9872,,
850026872,773592324,270,59,2720,8832,1693,9879,,
850026874,773592324,271,27,2720,8834,1684,9885,,
850026876,773592324,272,43,2740,8836,1676,9891,,
850026878,773592324,273,11,2740,8838,1668,9897,,
850026880,773592324,274,59,2760,8840,1660,9903,,
850026882,773592324,275,27,2760,8842,1651,9910,,
850026884,773592324,276,43,2780,8847,1635,9922,,
850026886,773592324,277,11,2780,8849,1627,9928,,
850026888,773592324,278,59,2800,8851,1619,9934,,
850026890,773592324,279,27,2800,8853,1611,9940,,
850026892,773592324,280,43,2820,8855,1602,9946,,
850026894,773592324,281,11,2820,8858,1594,9953,,
850026896,773592324,282,59,2840,8860,1586,9959,,
850026898,773592324,283,27,2840,8862,1578,9965,,
850026900,773592324,284,43,2860,8864,1570,9971,,
850026902,773592324,285,11,2860,8866,1562,9977,,
850026904,773592324,286,59,2880,8869,1554,9983,,
850026906,773592324,287,27,2880,8871,1546,9989,,
850026908,773592324,288,43,2900,8873,1538,9995,,
850026910,773592324,289,11,2900,8875,1530,10001,,
850026912,773592324,290,59,2920,8878,1521,10007,,
850026914,773592324,291,27,2920,8880,1513,10013,,
850026916,773592324,292,43,2940,8882,1505,10019,,
850026918,773592324,293,11,2940,8884,1497,10025,,
850026920,773592324,294,59,2960,8887,1489,10031,,
850026922,773592324,295,27,2960,8889,1481,10037,,
850026924,773592324,296,43,2980,8891,1473,10043,,
850026926,773592324,297,11,2980,8893,1466,10049,,
850026928,773592324,298,59,3000,8896,1458,10055,,
850026930,773592324,299,27,3000,8898,1450,10060,,
850026932,773592324,300,43,3020,8903,1434,10072,,
850026934,773592324,301,11,3020,8905,1426,10078,,
850026936,773592324,302,59,3040,8907,1418,10084,,
850026940,773592324,304,43,3060,8912,1402,10096,,
850026942,773592324,305,11,3060,8914,1394,10101,,
850026944,773592324,306,59,3080,8917,1386,10107,,
850026946,773592324,307,27,3080,8919,1378,10113,,
850026948,773592324,308,43,3100,8921,1371,10119,,
850026950,773592324,309,11,3100,8924,1363,10125,,
850026952,773592324,310,59,3120,8926,1355,10130,,
850026954,773592324,311,27,3120,8928,1347,10136,,
850026956,773592324,312,43,3140,8931,1339,10142,,
850026958,773592324,313,11,3140,8933,1331,10148,,
850026960,773592324,314,59,3160,8935,1324,10153,,
850026962,773592324,315,27,3160,8938,1316,10159,,
850026964,773592324,316,43,3180,8940,1308,10165,,
850026966,773592324,317,11,3180,8942,1300,10171,,
850026968,773592324,318,59,3200,8945,1292,10176,,
850026970,773592324,319,27,3200,8947,1285,10182,,
850026972,773592324,320,43,3220,8949,1277,10188,,
850026974,773592324,321,11,3220,8952,1269,10193,,
850026976,773592324,322,59,3240,8954,1261,10199,,
850026978,773592324,323,27,3240,8957,1253,10205,,
850026980,773592324,324,43,3260,8961,1238,10216,,
850026982,773592324,325,11,3260,8964,1230,10221,,
850026984,773592324,326,59,3280,8966,1222,10227,,
850026986,773592324,327,27,3280,8969,1215,10233,,
850026988,773592324,328,43,3300,8971,1207,10238,,
850026990,773592324,329,11,3300,8973,1199,10244,,
850026992,773592324,330,59,3320,8976,1191,10249,,
850026994,773592324,331,27,3320,8978,1184,10255,,
850026996,773592324,332,43,3340,8981,1176,10260,,
850026998,773592324,333,11,3340,8983,1168,10266,,
850027000,773592324,334,59,3360,8986,1161,10272,,
850027002,773592324,335,27,3360,8988,1153,10277,,
850027004,773592324,336,43,3380,8991,1145,10283,,
850027006,773592324,337,11,3380,8993,1138,10288,,
850027008,773592324,338,59,3400,8995,1130,10294,,
850027010,773592324,339,27,3400,8998,1122,10299,,
850027014,773592324,341,11,3420,9003,1107,10310,,
850027016,773592324,342,59,3440,9005,1099,10315,,
850027018,773592324,343,27,3440,9008,1091,10321,,
850027020,773592324,344,43,3460,9010,1084,10326,,
850027022,773592324,345,11,3460,9013,1076,10332,,
850027024,773592324,346,59,3480,9015,1068,10337,,
850027026,773592324,347,27,3480,9018,1061,10343,,
850027028,773592324,348,43,3500,9023,1045,10353,,
850027030,773592324,349,11,3500,9025,1038,10359,,
850027032,773592324,350,59,3520,9028,1030,10364,,
850027034,773592324,351,27,3520,9030,1022,10370,,
850027036,773592324,352,43,3540,9033,1015,10375,,
850027038,773592324,353,11,3540,9035,1007,10380,,
850027040,773592324,354,59,3560,9038,1000,10386,,
850027042,773592324,355,27,3560,9040,992,10391,,
850027044,773592324,356,43,3580,9043,984,10396,,
850027046,773592324,357,11,3580,9045,977,10402,,
850027048,773592324,358,59,3600,9048,969,10407,,
850027050,773592324,359,27,3600,9050,961,10412,,
850027052,773592324,360,43,3620,9053,954,10418,,
850027054,773592324,361,11,3620,9055,946,10423,,
850027056,773592324,362,59,3640,9058,939,10428,,
850027058,773592324,363,27,3640,9060,931,10434,,
850027060,773592324,364,43,3660,9063,923,10439,,
850027062,773592324,365,11,3660,9065,916,10444,,
850027064,773592324,366,59,3680,9068,908,10449,,
850027066,773592324,367,27,3680,9071,900,10455,,
850027068,773592324,368,43,3700,9073,893,10460,,
850027070,773592324,369,11,3700,9076,885,10465,,
850027072,773592324,370,59,3720,9078,878,10470,,
850027074,773592324,371,27,3720,9081,870,10476,,
850027076,773592324,372,43,3740,9086,855,10486,,
850027078,773592324,373,11,3740,9088,847,10491,,
850027080,773592324,374,59,3760,9091,840,10497,,
850027082,773592324,375,27,3760,9094,832,10502,,
850027084,773592324,376,43,3780,9096,825,10507,,
850027086,773592324,377,11,3780,9099,817,10512,,
850027088,773592324,378,59,3800,9101,809,10517,,
850027092,773592324,380,43,3820,9107,794,10528,,
850027094,773592324,381,11,3820,9109,787,10533,,
850027096,773592324,382,59,3840,9112,779,10538,,
850027098,773592324,383,27,3840,9114,772,10543,,
850027510,773592328,0,43,20,7728,3820,7755,733,VPM
850027512,773592328,1,11,20,7730,3812,7759,733,VPM
850027514,773592328,2,59,40,7731,3804,7764,733,VPM
850027516,773592328,3,27,40,7732,3796,7768,733,VPM
850027518,773592328,4,43,60,7734,3788,7773,733,VPM
850027520,773592328,5,11,60,7735,3780,7777,733,VPM
850027522,773592328,6,59,80,7736,3772,7782,733,VPM
850027524,773592328,7,27,80,7738,3763,7786,733,VPM
850027526,773592328,8,43,100,7739,3755,7790,733,VPM
850027528,773592328,9,11,100,7740,3747,7795,733,VPM
850027530,773592328,10,59,120,7742,3739,7799,733,VPM
850027532,773592328,11,27,120,7743,3730,7804,733,VPM
850027534,773592328,12,43,140,7745,3714,7813,733,VPM
850027536,773592328,13,11,140,7747,3705,7817,733,VPM
850027538,773592328,14,59,160,7748,3697,7822,733,VPM
850027540,773592328,15,27,160,7749,3689,7826,733,VPM
850027542,773592328,16,43,180,7750,3680,7831,733,VPM
850027544,773592328,17,11,180,7752,3672,7835,733,VPM
850027546,773592328,18,59,200,7753,3663,7839,733,VPM
850027548,773592328,19,27,200,7754,3655,7844,733,VPM
850027550,773592328,20,43,220,7755,3647,7848,549,TH
850027552,773592328,21,11,220,7757,3638,7853,549,TH
850027554,773592328,22,59,240,7758,3630,7857,549,TH
850027556,773592328,23,27,240,7759,3621,7862,549,TH
850027558,773592328,24,43,260,7760,3613,7866,549,TH
850027560,773592328,25,11,260,7761,3604,7871,549,TH
850027562,773592328,26,59,280,7762,3596,7875,549,TH
850027564,773592328,27,27,280,7764,3587,7880,549,TH
850027566,773592328,28,43,300,7765,3579,7884,549,TH
850027568,773592328,29,11,300,7766,3570,7889,549,TH
850027570,773592328,30,59,320,7767,3562,7893,549,TH
850027572,773592328,31,27,320,7768,3553,7897,170,LGd
850027574,773592328,32,43,340,7769,3544,7902,170,LGd
850027576,773592328,33,11,340,7770,3536,7906,170,LGd
850027578,773592328,34,59,360,7771,3527,7911,170,LGd
850027580,773592328,35,27,360,7773,3519,7915,170,LGd
850027584,773592328,37,11,380,7776,3493,7929,170,LGd
850027588,773592328,39,27,400,7778,3476,7938,170,LGd
850027590,773592328,40,43,420,7779,3468,7942,170,LGd
850027592,773592328,41,11,420,7780,3459,7947,170,LGd
850027594,773592328,42,59,440,7781,3450,7952,170,LGd
850027596,773592328,43,27,440,7782,3442,7956,170,LGd
850027598,773592328,44,43,460,7783,3433,7961,170,LGd
850027600,773592328,45,11,460,7784,3425,7965,170,LGd
850027602,773592328,46,59,480,7785,3416,7970,170,LGd
850027604,773592328,47,27,480,7786,3408,7974,170,LGd
850027606,773592328,48,43,500,7787,3400,7979,170,LGd
850027608,773592328,49,11,500,7788,3391,7983,170,LGd
850027610,773592328,50,59,520,7789,3383,7988,170,LGd
850027612,773592328,51,27,520,7790,3374,7992,170,LGd
850027614,773592328,52,43,540,7791,3366,7997,170,LGd
850027616,773592328,53,11,540,7792,3357,8002,170,LGd
850027618,773592328,54,59,560,7793,3349,8006,170,LGd
850027620,773592328,55,27,560,7794,3341,8011,170,LGd
850027622,773592328,56,43,580,7795,3332,8015,170,LGd
850027624,773592328,57,11,580,7796,3324,8020,170,LGd
850027626,773592328,58,59,600,7797,3316,8025,170,LGd
850027628,773592328,59,27,600,7798,3308,8029,170,LGd
850027630,773592328,60,43,620,7800,3291,8039,170,LGd
850027632,773592328,61,11,620,7801,3283,8043,170,LGd
850027634,773592328,62,59,640,7802,3275,8048,170,LGd
850027636,773592328,63,27,640,7803,3267,8052,170,LGd
850027638,773592328,64,43,660,7804,3259,8057,170,LGd
850027640,773592328,65,11,660,7805,3251,8062,170,LGd
850027642,773592328,66,59,680,7806,3243,8067,170,LGd
850027644,773592328,67,27,680,7807,3235,8071,170,LGd
850027646,773592328,68,43,700,7808,3227,8076,170,LGd
850027648,773592328,69,11,700,7809,3219,8081,170,LGd
850027650,773592328,70,59,720,7810,3211,8085,170,LGd
850027652,773592328,71,27,720,7811,3203,8090,170,LGd
850027654,773592328,72,43,740,7812,3195,8095,170,LGd
850027656,773592328,73,11,740,7812,3188,8100,170,LGd
850027658,773592328,74,59,760,7813,3180,8104,170,LGd
850027662,773592328,76,43,780,7815,3165,8114,170,LGd
850027664,773592328,77,11,780,7816,3157,8119,170,LGd
850027666,773592328,78,59,800,7817,3149,8124,170,LGd
850027668,773592328,79,27,800,7818,3142,8128,170,LGd
850027670,773592328,80,43,820,7819,3134,8133,170,LGd
850027672,773592328,81,11,820,7820,3127,8138,170,LGd
850027674,773592328,82,59,840,7821,3120,8143,170,LGd
850027676,773592328,83,27,840,7822,3112,8148,170,LGd
850027678,773592328,84,43,860,7824,3098,8158,170,LGd
850027680,773592328,85,11,860,7825,3090,8163,170,LGd
850027682,773592328,86,59,880,7826,3083,8168,170,LGd
850027684,773592328,87,27,880,7827,3076,8173,170,LGd
850027686,773592328,88,43,900,7827,3069,8178,170,LGd
850027688,773592328,89,11,900,7828,3062,8183,170,LGd
850027690,773592328,90,59,920,7829,3054,8188,170,LGd
850027692,773592328,91,27,920,7830,3047,8193,170,LGd
850027694,773592328,92,43,940,7831,3040,8198,170,LGd
850027696,773592328,93,11,940,7832,3033,8203,170,LGd
850027698,773592328,94,59,960,7833,3026,8208,463,CA3
850027700,773592328,95,27,960,7835,3013,8218,463,CA3
850027702,773592328,96,43,980,7836,3006,8223,463,CA3
850027704,773592328,97,11,980,7837,2999,8228,463,CA3
850027706,773592328,98,59,1000,7838,2992,8233,463,CA3
850027708,773592328,99,27,1000,7839,2986,8239,463,CA3
850027710,773592328,100,43,1020,7840,2979,8244,463,CA3
850027712,773592328,101,11,1020,7841,2972,8249,463,CA3
850027714,773592328,102,59,1040,7842,2965,8254,463,CA3
850027716,773592328,103,27,1040,7843,2952,8265,463,CA3
850027718,773592328,104,43,1060,7844,2946,8270,463,CA3
850027720,773592328,105,11,1060,7845,2939,8275,463,CA3
850027722,773592328,106,59,1080,7846,2932,8280,463,CA3
850027724,773592328,107,27,1080,7847,2926,8286,463,CA3
850027726,773592328,108,43,1100,7848,2919,8291,463,CA3
850027728,773592328,109,11,1100,7849,2913,8296,463,CA3
850027730,773592328,110,59,1120,7850,2906,8301,463,CA3
850027732,773592328,111,27,1120,7852,2894,8312,463,CA3
850027736,773592328,113,11,1140,7854,2881,8323,463,CA3
850027738,773592328,114,59,1160,7855,2874,8328,463,CA3
850027740,773592328,115,27,1160,7856,2868,8334,463,CA3
850027742,773592328,116,43,1180,7857,2861,8339,463,CA3
850027744,773592328,117,11,1180,7858,2855,8344,463,CA3
850027746,773592328,118,59,1200,7859,2849,8350,463,CA3
850027748,773592328,119,27,1200,7861,2836,8361,463,CA3
850027750,773592328,120,43,1220,7862,2830,8366,463,CA3
850027752,773592328,121,11,1220,7862,2823,8371,463,CA3
850027754,773592328,122,59,1240,7863,2817,8377,463,CA3
850027756,773592328,123,27,1240,7864,2811,8382,463,CA3
850027758,773592328,124,43,1260,7865,2804,8388,463,CA3
850027760,773592328,125,11,1260,7866,2798,8393,463,CA3
850027762,773592328,126,59,1280,7867,2791,8399,463,CA3
850027764,773592328,127,27,1280,7869,2779,8410,463,CA3
850027766,773592328,128,43,1300,7870,2772,8415,463,CA3
850027768,773592328,129,11,1300,7871,2766,8421,726,DG
850027770,773592328,130,59,1320,7872,2760,8426,726,DG
850027772,773592328,131,27,1320,7873,2753,8432,726,DG
850027774,773592328,132,43,1340,7874,2747,8437,726,DG
850027776,773592328,133,11,1340,7875,2740,8443,726,DG
850027778,773592328,134,59,1360,7876,2734,8448,726,DG
850027780,773592328,135,27,1360,7878,2721,8459,726,DG
850027782,773592328,136,43,1380,7879,2715,8465,726,DG
850027784,773592328,137,11,1380,7880,2708,8470,726,DG
850027786,773592328,138,59,1400,7881,2702,8476,726,DG
850027788,773592328,139,27,1400,7882,2695,8481,726,DG
850027790,773592328,140,43,1420,7883,2689,8487,726,DG
850027792,773592328,141,11,1420,7884,2682,8492,726,DG
850027794,773592328,142,59,1440,7885,2676,8498,726,DG
850027796,773592328,143,27,1440,7887,2663,8509,726,DG
850027798,773592328,144,43,1460,7888,2656,8514,726,DG
850027800,773592328,145,11,1460,7889,2650,8520,726,DG
850027802,773592328,146,59,1480,7890,2643,8526,726,DG
850027804,773592328,147,27,1480,7891,2637,8531,726,DG
850027806,773592328,148,43,1500,7892,2630,8537,726,DG
850027808,773592328,149,11,1500,7893,2623,8542,726,DG
850027810,773592328,150,59,1520,7894,2617,8548,726,DG
850027814,773592328,152,43,1540,7898,2597,8565,382,CA1
850027816,773592328,153,11,1540,7899,2590,8570,382,CA1
850027818,773592328,154,59,1560,7900,2584,8576,382,CA1
850027820,773592328,155,27,1560,7901,2577,8581,382,CA1
850027822,773592328,156,43,1580,7902,2570,8587,382,CA1
850027824,773592328,157,11,1580,7903,2564,8593,382,CA1
850027826,773592328,158,59,1600,7904,2557,8598,382,CA1
850027828,773592328,159,27,1600,7906,2544,8609,382,CA1
850027830,773592328,160,43,1620,7907,2537,8615,382,CA1
850027832,773592328,161,11,1620,7908,2530,8621,382,CA1
850027834,773592328,162,59,1640,7909,2523,8626,382,CA1
850027836,773592328,163,27,1640,7910,2517,8632,382,CA1
850027838,773592328,164,43,1660,7911,2510,8638,382,CA1
850027840,773592328,165,11,1660,7912,2503,8643,382,CA1
850027842,773592328,166,59,1680,7913,2497,8649,382,CA1
850027844,773592328,167,27,1680,7915,2483,8660,382,CA1
850027846,773592328,168,43,1700,7916,2477,8666,382,CA1
850027848,773592328,169,11,1700,7917,2470,8672,382,CA1
850027850,773592328,170,59,1720,7918,2463,8677,382,CA1
850027852,773592328,171,27,1720,7919,2457,8683,382,CA1
850027854,773592328,172,43,1740,7920,2450,8689,382,CA1
850027856,773592328,173,11,1740,7921,2443,8695,382,CA1
850027858,773592328,174,59,1760,7922,2437,8700,382,CA1
850027860,773592328,175,27,1760,7924,2423,8712,382,CA1
850027862,773592328,176,43,1780,7925,2417,8718,382,CA1
850027864,773592328,177,11,1780,7926,2410,8724,382,CA1
850027866,773592328,178,59,1800,7927,2404,8729,382,CA1
850027868,773592328,179,27,1800,7929,2397,8735,382,CA1
850027870,773592328,180,43,1820,7930,2391,8741,382,CA1
850027872,773592328,181,11,1820,7931,2384,8747,382,CA1
850027874,773592328,182,59,1840,7932,2378,8753,382,CA1
850027876,773592328,183,27,1840,7934,2365,8765,382,CA1
850027878,773592328,184,43,1860,7935,2358,8771,382,CA1
850027880,773592328,185,11,1860,7936,2352,8777,382,CA1
850027882,773592328,186,59,1880,7938,2345,8783,382,CA1
850027884,773592328,187,27,1880,7939,2339,8789,382,CA1
850027888,773592328,189,11,1900,7941,2326,8801,382,CA1
850027890,773592328,190,59,1920,7942,2320,8807,382,CA1
850027892,773592328,191,27,1920,7945,2307,8819,382,CA1
850027894,773592328,192,43,1940,7946,2301,8825,382,CA1
850027896,773592328,193,11,1940,7947,2295,8831,382,CA1
850027898,773592328,194,59,1960,7949,2288,8838,382,CA1
850027900,773592328,195,27,1960,7950,2282,8844,382,CA1
850027902,773592328,196,43,1980,7951,2276,8850,382,CA1
850027904,773592328,197,11,1980,7952,2269,8857,382,CA1
850027906,773592328,198,59,2000,7954,2263,8863,382,CA1
850027908,773592328,199,27,2000,7956,2251,8876,382,CA1
850027910,773592328,200,43,2020,7958,2244,8882,382,CA1
850027912,773592328,201,11,2020,7959,2238,8889,382,CA1
850027914,773592328,202,59,2040,7961,2232,8895,382,CA1
850027916,773592328,203,27,2040,7962,2226,8902,382,CA1
850027918,773592328,204,43,2060,7963,2219,8908,382,CA1
850027920,773592328,205,11,2060,7965,2213,8915,382,CA1
850027922,773592328,206,59,2080,7966,2207,8922,382,CA1
850027924,773592328,207,27,2080,7969,2194,8935,382,CA1
850027926,773592328,208,43,2100,7971,2188,8942,382,CA1
850027928,773592328,209,11,2100,7972,2182,8949,382,CA1
850027930,773592328,210,59,2120,7974,2176,8955,382,CA1
850027932,773592328,211,27,2120,7975,2169,8962,382,CA1
850027934,773592328,212,43,2140,7977,2163,8969,382,CA1
850027936,773592328,213,11,2140,7978,2157,8976,382,CA1
850027938,773592328,214,59,2160,7980,2151,8983,382,CA1
850027940,773592328,215,27,2160,7983,2138,8996,382,CA1
850027942,773592328,216,43,2180,7984,2132,9003,382,CA1
850027944,773592328,217,11,2180,7986,2126,9010,382,CA1
850027946,773592328,218,59,2200,7987,2119,9017,382,CA1
850027948,773592328,219,27,2200,7989,2113,9024,382,CA1
850027950,773592328,220,43,2220,7991,2107,9031,382,CA1
850027952,773592328,221,11,2220,7992,2100,9038,382,CA1
850027954,773592328,222,59,2240,7994,2094,9045,382,CA1
850027956,773592328,223,27,2240,7997,2081,9058,382,CA1
850027958,773592328,224,43,2260,7999,2075,9065,382,CA1
850027960,773592328,225,11,2260,8000,2069,9072,382,CA1
850027962,773592328,226,59,2280,8002,2062,9079,382,CA1
850027966,773592328,228,43,2300,8005,2050,9093,382,CA1
850027968,773592328,229,11,2300,8006,2043,9100,382,CA1
850027970,773592328,230,59,2320,8008,2037,9107,402,VISal
850027972,773592328,231,27,2320,8011,2024,9120,402,VISal
850027974,773592328,232,43,2340,8013,2017,9127,402,VISal
850027976,773592328,233,11,2340,8014,2011,9134,402,VISal
850027978,773592328,234,59,2360,8016,2004,9141,402,VISal
850027980,773592328,235,27,2360,8018,1998,9148,402,VISal
850027982,773592328,236,43,2380,8019,1991,9155,402,VISal
850027984,773592328,237,11,2380,8021,1984,9162,402,VISal
850027986,773592328,238,59,2400,8022,1978,9168,402,VISal
850027988,773592328,239,27,2400,8024,1971,9175,402,VISal
850027990,773592328,240,43,2420,8026,1964,9182,402,VISal
850027992,773592328,241,11,2420,8027,1958,9189,402,VISal
850027994,773592328,242,59,2440,8029,1951,9195,402,VISal
850027996,773592328,243,27,2440,8030,1944,9202,402,VISal
850027998,773592328,244,43,2460,8032,1937,9209,402,VISal
850028000,773592328,245,11,2460,8034,1930,9216,402,VISal
850028002,773592328,246,59,2480,8035,1924,9222,402,VISal
850028004,773592328,247,27,2480,8037,1917,9229,402,VISal
850028006,773592328,248,43,2500,8040,1903,9242,402,VISal
850028008,773592328,249,11,2500,8041,1896,9249,402,VISal
850028010,773592328,250,59,2520,8043,1889,9255,402,VISal
850028012,773592328,251,27,2520,8044,1882,9262,402,VISal
850028014,773592328,252,43,2540,8046,1875,9269,402,VISal
850028016,773592328,253,11,2540,8048,1868,9275,402,VISal
850028018,773592328,254,59,2560,8049,1860,9282,402,VISal
850028020,773592328,255,27,2560,8051,1853,9288,402,VISal
850028022,773592328,256,43,2580,8052,1846,9295,402,VISal
850028024,773592328,257,11,2580,8054,1839,9301,402,VISal
850028026,773592328,258,59,2600,8055,1832,9308,402,VISal
850028028,773592328,259,27,2600,8057,1824,9314,402,VISal
850028030,773592328,260,43,2620,8058,1817,9321,402,VISal
850028032,773592328,261,11,2620,8060,1810,9327,402,VISal
850028034,773592328,262,59,2640,8062,1802,9334,402,VISal
850028036,773592328,263,27,2640,8063,1795,9340,402,VISal
850028040,773592328,265,11,2660,8066,1780,9353,402,VISal
850028042,773592328,266,59,2680,8068,1773,9359,402,VISal
850028044,773592328,267,27,2680,8071,1758,9372,402,VISal
850028046,773592328,268,43,2700,8072,1750,9378,402,VISal
850028048,773592328,269,11,2700,8074,1743,9385,402,VISal
850028050,773592328,270,59,2720,8075,1735,9391,402,VISal
850028052,773592328,271,27,2720,8077,1727,9397,402,VISal
850028054,773592328,272,43,2740,8079,1720,9404,402,VISal
850028056,773592328,273,11,2740,8080,1712,9410,402,VISal
850028058,773592328,274,59,2760,8082,1705,9416,402,VISal
850028060,773592328,275,27,2760,8083,1697,9422,402,VISal
850028062,773592328,276,43,2780,8085,1689,9429,402,VISal
850028064,773592328,277,11,2780,8086,1682,9435,402,VISal
850028066,773592328,278,59,2800,8088,1674,9441,402,VISal
850028068,773592328,279,27,2800,8090,1666,9447,402,VISal
850028070,773592328,280,43,2820,8091,1659,9454,402,VISal
850028072,773592328,281,11,2820,8093,1651,9460,402,VISal
850028074,773592328,282,59,2840,8094,1643,9466,402,VISal
850028076,773592328,283,27,2840,8096,1635,9472,402,VISal
850028078,773592328,284,43,2860,8097,1628,9479,402,VISal
850028080,773592328,285,11,2860,8101,1612,9491,402,VISal
850028082,773592328,286,59,2880,8102,1604,9497,402,VISal
850028084,773592328,287,27,2880,8104,1597,9503,402,VISal
850028086,773592328,288,43,2900,8106,1589,9510,402,VISal
850028088,773592328,289,11,2900,8107,1581,9516,402,VISal
850028090,773592328,290,59,2920,8109,1573,9522,402,VISal
850028092,773592328,291,27,2920,8110,1566,9528,402,VISal
850028094,773592328,292,43,2940,8112,1558,9534,402,VISal
850028096,773592328,293,11,2940,8114,1550,9541,402,VISal
850028098,773592328,294,59,2960,8115,1542,9547,402,VISal
850028100,773592328,295,27,2960,8117,1535,9553,402,VISal
850028102,773592328,296,43,2980,8119,1527,9559,402,VISal
850028104,773592328,297,11,2980,8120,1519,9565,402,VISal
850028106,773592328,298,59,3000,8122,1511,9571,402,VISal
850028108,773592328,299,27,3000,8124,1504,9578,402,VISal
850028110,773592328,300,43,3020,8125,1496,9584,402,VISal
850028112,773592328,301,11,3020,8127,1488,9590,402,VISal
850028114,773592328,302,59,3040,8129,1480,9596,402,VISal
850028118,773592328,304,43,3060,8134,1457,9614,402,VISal
850028120,773592328,305,11,3060,8136,1450,9621,402,VISal
850028122,773592328,306,59,3080,8138,1442,9627,402,VISal
850028124,773592328,307,27,3080,8139,1434,9633,402,VISal
850028126,773592328,308,43,3100,8141,1427,9639,402,VISal
850028128,773592328,309,11,3100,8143,1419,9645,402,VISal
850028130,773592328,310,59,3120,8145,1411,9651,402,VISal
850028132,773592328,311,27,3120,8146,1404,9657,402,VISal
850028134,773592328,312,43,3140,8148,1396,9663,402,VISal
850028136,773592328,313,11,3140,8150,1388,9670,402,VISal
850028138,773592328,314,59,3160,8152,1381,9676,402,VISal
850028140,773592328,315,27,3160,8154,1373,9682,,
850028142,773592328,316,43,3180,8155,1366,9688,,
850028144,773592328,317,11,3180,8157,1358,9694,,
850028146,773592328,318,59,3200,8159,1350,9700,,
850028148,773592328,319,27,3200,8161,1343,9706,,
850028150,773592328,320,43,3220,8163,1335,9712,,
850028152,773592328,321,11,3220,8165,1328,9718,,
850028154,773592328,322,59,3240,8167,1320,9724,,
850028156,773592328,323,27,3240,8168,1313,9730,,
850028158,773592328,324,43,3260,8172,1298,9743,,
850028160,773592328,325,11,3260,8174,1290,9749,,
850028162,773592328,326,59,3280,8176,1283,9755,,
850028164,773592328,327,27,3280,8178,1275,9761,,
850028166,773592328,328,43,3300,8180,1268,9767,,
850028168,773592328,329,11,3300,8182,1260,9773,,
850028170,773592328,330,59,3320,8183,1253,9779,,
850028172,773592328,331,27,3320,8185,1245,9785,,
850028174,773592328,332,43,3340,8187,1238,9791,,
850028176,773592328,333,11,3340,8189,1230,9797,,
850028178,773592328,334,59,3360,8191,1223,9803,,
850028180,773592328,335,27,3360,8193,1216,9809,,
850028182,773592328,336,43,3380,8195,1208,9815,,
850028184,773592328,337,11,3380,8197,1201,9821,,
850028186,773592328,338,59,3400,8199,1193,9827,,
850028188,773592328,339,27,3400,8201,1186,9833,,
850028192,773592328,341,11,3420,8205,1171,9844,,
850028194,773592328,342,59,3440,8207,1164,9850,,
850028196,773592328,343,27,3440,8209,1157,9856,,
850028198,773592328,344,43,3460,8211,1149,9862,,
850028200,773592328,345,11,3460,8213,1142,9868,,
850028202,773592328,346,59,3480,8214,1135,9874,,
850028204,773592328,347,27,3480,8216,1127,9880,,
850028206,773592328,348,43,3500,8220,1113,9892,,
850028208,773592328,349,11,3500,8222,1105,9898,,
850028210,773592328,350,59,3520,8224,1098,9903,,
850028212,773592328,351,27,3520,8226,1091,9909,,
850028214,773592328,352,43,3540,8228,1083,9915,,
850028216,773592328,353,11,3540,8230,1076,9921,,
850028218,773592328,354,59,3560,8232,1069,9927,,
850028220,773592328,355,27,3560,8234,1061,9932,,
850028222,773592328,356,43,3580,8236,1054,9938,,
850028224,773592328,357,11,3580,8238,1047,9944,,
850028226,773592328,358,59,3600,8240,1040,9950,,
850028228,773592328,359,27,3600,8242,1032,9956,,
850028230,773592328,360,43,3620,8244,1025,9961,,
850028232,773592328,361,11,3620,8246,1018,9967,,
850028234,773592328,362,59,3640,8248,1010,9973,,
850028236,773592328,363,27,3640,8250,1003,9979,,
850028238,773592328,364,43,3660,8252,996,9984,,
850028240,773592328,365,11,3660,8254,989,9990,,
850028242,773592328,366,59,3680,8256,981,9996,,
850028244,773592328,367,27,3680,8258,974,10001,,
850028246,773592328,368,43,3700,8260,967,10007,,
850028248,773592328,369,11,3700,8263,959,10013,,
850028250,773592328,370,59,3720,8265,952,10018,,
850028252,773592328,371,27,3720,8267,945,10024,,
850028254,773592328,372,43,3740,8267,945,10024,,
850028256,773592328,373,11,3740,8267,945,10024,,
850028258,773592328,374,59,3760,8267,945,10024,,
850028260,773592328,375,27,3760,8267,945,10024,,
850028262,773592328,376,43,3780,8267,945,10024,,
850028264,773592328,377,11,3780,8267,945,10024,,
850028266,773592328,378,59,3800,8267,945,10024,,
